Unnamed: 0,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand.1,period,exponential period,degree,period_nonlinear,actual first rem,Qval
"(314, 0)",20.0,0.5,2.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(314, 1)",20.0,1.5,2.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(314, 5)",40.0,3.0,0.0,3,2.0,6.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(322, 0)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,3.0,110.363832351
"(322, 1)",0.0,1.5,3.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(322, 2)",15.0,4.0,0.0,3,3.0,4.0,5.0,8.0,0.201896517995,0.75,0.201896517995,3.0,49.589666466499999
"(322, 3)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,3.0,110.363832351
"(322, 4)",0.0,1.0,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(323, 0)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,110.363832351
"(323, 1)",30.0,1.5,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(323, 2)",60.0,4.0,0.0,3,3.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,99.179332932999998
"(323, 3)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,110.363832351
"(323, 4)",60.0,1.0,0.0,3,3.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(324, 0)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(324, 1)",30.0,1.5,3.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,73.979089182500005
"(324, 2)",30.0,4.0,3.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,3.0,81.201169941999993
"(324, 3)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(329, 0)",30.0,0.5,0.0,3,3.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(329, 3)",30.0,0.5,0.0,3,3.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(329, 5)",15.0,3.0,3.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0,0.135335283237,3.0,40.600584970999996
"(329, 6)",15.0,1.0,3.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(337, 0)",15.0,0.5,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(337, 1)",0.0,1.5,3.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,73.979089182500005
"(337, 2)",15.0,4.0,0.0,3,3.0,5.0,5.0,9.0,0.165298888222,0.75,0.165298888222,3.0,40.600584970999996
"(337, 3)",15.0,0.5,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(349, 0)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(349, 1)",40.0,1.5,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(349, 2)",40.0,4.0,4.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,4.0,132.23911057700002
"(349, 3)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(349, 4)",80.0,1.0,0.0,3,4.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(352, 0)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,110.363832351
"(352, 1)",30.0,1.5,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(352, 2)",30.0,4.0,3.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,99.179332932999998
"(352, 3)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,110.363832351
"(352, 4)",60.0,1.0,0.0,3,3.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(355, 0)",15.0,0.5,0.0,3,3.0,3.0,3.0,4.0,0.449328964117,0.75,0.449328964117,3.0,134.79868923500001
"(355, 1)",0.0,1.5,0.0,3,3.0,3.0,3.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(355, 2)",15.0,4.0,0.0,3,3.0,3.0,3.0,7.0,0.246596963942,0.75,0.246596963942,3.0,64.429993151800005
"(355, 4)",6.0,1.0,2.0,3,1.0,3.0,3.0,4.0,0.449328964117,0.75,0.449328964117,3.0,125.839241711
"(355, 6)",6.0,1.0,2.0,0,0.0,3.0,3.0,4.0,0.449328964117,0.75,0.449328964117,2.0,125.839241711
"(356, 0)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,2.0,73.57588823430001
"(356, 1)",0.0,1.5,2.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(356, 2)",10.0,4.0,0.0,3,2.0,4.0,5.0,8.0,0.201896517995,0.75,0.201896517995,2.0,33.059777644299999
"(356, 3)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,2.0,73.57588823430001
"(356, 4)",0.0,1.0,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,60.238842382399994
"(357, 0)",10.0,0.5,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,60.238842382399994
"(357, 1)",0.0,1.5,2.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(357, 2)",10.0,4.0,0.0,3,2.0,5.0,5.0,9.0,0.165298888222,0.75,0.165298888222,2.0,27.067056647299999
"(357, 3)",10.0,0.5,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,60.238842382399994
"(358, 0)",20.0,0.5,2.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(358, 1)",20.0,1.5,2.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0,0.110803158362,2.0,22.160631672499999
"(358, 3)",40.0,0.5,0.0,3,2.0,9.0,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(361, 1)",50.0,1.5,0.0,3,5.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,5.0,100.94825899700001
"(361, 3)",50.0,0.5,0.0,3,5.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,5.0,123.298481971
"(361, 5)",25.0,3.0,5.0,0,0.0,5.5,5.0,9.0,0.165298888222,0.0,0.165298888222,5.0,82.649444110800005
"(361, 6)",25.0,1.0,5.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,5.0,123.298481971
"(365, 2)",20.0,4.0,0.0,3,2.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,33.059777644299999
"(365, 5)",10.0,3.0,2.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(365, 6)",10.0,1.0,2.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(368, 3)",33.0,0.5,3.0,0,0.0,6.0,2.0,7.0,0.246596963942,0.75,0.246596963942,3.0,72.191071344600005
"(368, 4)",33.0,1.0,3.0,0,0.0,6.0,2.0,7.0,0.246596963942,0.75,0.246596963942,3.0,72.191071344600005
"(368, 5)",0.0,3.0,0.0,3,3.0,6.0,2.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(368, 6)",33.0,1.0,3.0,0,0.0,6.0,2.0,7.0,0.246596963942,0.75,0.246596963942,3.0,73.979089182500005
"(369, 1)",30.0,1.5,0.0,3,3.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,94.891363457500006
"(369, 4)",30.0,1.0,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(369, 5)",15.0,3.0,3.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(369, 6)",15.0,1.0,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(375, 0)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(375, 1)",20.0,1.5,2.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(375, 2)",20.0,4.0,2.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,54.134113294599999
"(375, 3)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(378, 0)",40.0,0.5,0.0,3,4.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,4.0,179.731585647
"(378, 2)",40.0,4.0,0.0,3,4.0,3.0,5.0,7.0,0.246596963942,0.0,0.246596963942,4.0,80.758607197900005
"(378, 3)",40.0,0.5,0.0,3,4.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,4.0,179.731585647
"(378, 5)",20.0,3.0,4.0,0,0.0,3.0,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(378, 6)",20.0,1.0,4.0,0,0.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,4.0,179.731585647
"(379, 0)",15.0,0.5,0.0,3,3.0,7.0,3.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(379, 1)",15.0,1.5,0.0,3,3.0,7.0,3.0,9.0,0.165298888222,0.0,0.165298888222,3.0,49.589666466499999
"(379, 3)",27.0,0.5,2.0,3,2.0,7.0,3.0,8.0,0.201896517995,0.75,0.201896517995,4.0,64.429993151800005
"(379, 4)",27.0,1.0,2.0,3,3.0,7.0,3.0,8.0,0.201896517995,0.75,0.201896517995,5.0,56.543216123400001
"(379, 6)",27.0,1.0,1.0,0,0.0,7.0,3.0,8.0,0.201896517995,0.75,0.201896517995,1.0,56.543216123400001
"(380, 0)",20.0,0.5,2.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(380, 1)",20.0,1.5,2.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(380, 4)",40.0,1.0,0.0,3,2.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(380, 6)",40.0,1.0,0.0,3,2.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(382, 0)",30.0,0.5,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0,0.135335283237,3.0,40.600584970999996
"(382, 1)",30.0,1.5,3.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0,0.110803158362,3.0,33.240947508699996
"(382, 3)",60.0,0.5,0.0,3,3.0,9.0,5.0,10.0,0.135335283237,0.0,0.135335283237,3.0,40.600584970999996
"(384, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(384, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(384, 6)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(386, 0)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,1.0,36.787944117100004
"(386, 1)",0.0,1.5,1.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(386, 2)",5.0,4.0,0.0,3,1.0,4.0,5.0,8.0,0.201896517995,0.75,0.201896517995,1.0,16.5298888222
"(386, 3)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,1.0,36.787944117100004
"(386, 4)",0.0,1.0,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,30.119421191199997
"(387, 0)",10.0,0.5,1.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(387, 1)",10.0,1.5,1.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(387, 3)",20.0,0.5,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(387, 4)",20.0,1.0,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,13.533528323699999
"(392, 0)",0.0,0.5,0.0,3,3.0,8.5,3.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(392, 3)",42.0,0.5,1.0,0,0.0,8.5,3.0,9.0,0.165298888222,0.75,0.165298888222,1.0,49.589666466499999
"(392, 4)",42.0,1.0,4.0,0,0.0,8.5,3.0,10.0,0.135335283237,0.75,0.135335283237,4.0,40.600584970999996
"(392, 6)",42.0,1.0,2.0,0,0.0,8.5,3.0,10.0,0.135335283237,0.75,0.135335283237,2.0,40.600584970999996
"(394, 0)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(394, 1)",20.0,1.5,2.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(394, 4)",40.0,1.0,0.0,3,2.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(394, 5)",40.0,3.0,0.0,3,2.0,5.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(398, 2)",0.0,4.0,0.0,3,3.0,2.0,4.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(398, 3)",21.0,0.5,1.0,3,2.0,2.0,4.0,3.0,0.548811636094,0.75,0.548811636094,3.0,163.40655206
"(398, 4)",21.0,1.0,1.0,3,1.0,2.0,4.0,3.0,0.548811636094,0.75,0.548811636094,2.0,144.74695643299998
"(398, 5)",0.0,3.0,0.0,3,3.0,2.0,4.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(398, 6)",21.0,1.0,5.0,0,0.0,2.0,4.0,3.0,0.548811636094,0.75,0.548811636094,5.0,164.64349082799998
"(403, 0)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(403, 1)",20.0,1.5,2.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(403, 2)",20.0,4.0,2.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,66.119555288599997
"(403, 3)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(403, 4)",40.0,1.0,0.0,3,2.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(404, 0)",0.0,0.5,0.0,3,3.0,1.0,2.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(404, 1)",19.0,1.5,2.0,0,0.0,1.0,2.0,3.0,0.548811636094,1.0,0.548811636094,2.0,164.64349082799998
"(404, 3)",0.0,0.5,0.0,3,3.0,1.0,2.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(404, 4)",19.0,1.0,2.0,0,0.0,1.0,2.0,2.0,0.670320046036,1.0,0.670320046036,2.0,196.23567741299999
"(404, 5)",19.0,3.0,3.0,0,0.0,1.0,2.0,4.0,0.449328964117,1.0,0.449328964117,3.0,131.540708317
"(413, 0)",20.0,0.5,2.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(413, 1)",20.0,1.5,2.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(413, 3)",40.0,0.5,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(413, 4)",40.0,1.0,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,27.067056647299999
"(414, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(414, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(414, 4)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(415, 0)",20.0,0.5,2.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(415, 1)",20.0,1.5,2.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0,0.110803158362,2.0,22.160631672499999
"(416, 0)",10.5,0.5,0.0,3,3.0,4.5,3.0,5.0,0.367879441171,0.75,0.367879441171,3.0,90.358263573700015
"(416, 2)",10.5,4.0,0.0,3,3.0,4.5,3.0,9.0,0.165298888222,0.75,0.165298888222,3.0,49.589666466499999
"(416, 4)",10.5,1.0,4.0,0,0.0,4.5,3.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(416, 6)",10.5,1.0,4.0,0,0.0,4.5,3.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(418, 1)",0.0,1.5,0.0,3,3.0,4.5,4.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(418, 3)",21.0,0.5,1.0,3,1.0,4.5,4.0,5.0,0.367879441171,0.75,0.367879441171,2.0,97.933406476299993
"(418, 4)",21.0,1.0,1.0,3,1.0,4.5,4.0,6.0,0.301194211912,0.75,0.301194211912,2.0,79.438813979499997
"(418, 5)",0.0,3.0,0.0,3,3.0,4.5,4.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(418, 6)",21.0,1.0,4.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(420, 0)",4.5,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.75,0.670320046036,3.0,164.64349082799998
"(420, 2)",4.5,4.0,0.0,3,3.0,1.5,2.0,6.0,0.301194211912,0.75,0.301194211912,3.0,88.174373654899995
"(420, 4)",19.5,1.0,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,0.75,0.548811636094,3.0,160.66418394900001
"(420, 5)",0.0,3.0,0.0,3,3.0,1.5,2.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(420, 6)",19.5,1.0,1.0,0,0.0,1.5,2.0,3.0,0.548811636094,0.75,0.548811636094,1.0,164.64349082799998
"(421, 0)",0.0,0.5,0.0,3,3.0,5.5,2.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(421, 3)",33.0,0.5,3.0,3,1.0,5.5,2.0,6.0,0.301194211912,0.75,0.301194211912,4.0,88.174373654899995
"(421, 4)",33.0,1.0,3.0,0,0.0,5.5,2.0,7.0,0.246596963942,0.75,0.246596963942,3.0,72.191071344600005
"(421, 5)",0.0,3.0,0.0,3,3.0,5.5,2.0,9.0,0.165298888222,0.0,0.165298888222,3.0,49.589666466499999
"(421, 6)",33.0,1.0,2.0,0,0.0,5.5,2.0,7.0,0.246596963942,0.75,0.246596963942,2.0,73.979089182500005
"(422, 0)",10.0,0.5,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(422, 4)",10.0,1.0,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(422, 5)",5.0,3.0,1.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(422, 6)",5.0,1.0,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(424, 0)",15.0,0.5,0.0,3,3.0,3.0,5.0,4.0,0.449328964117,0.75,0.449328964117,3.0,134.79868923500001
"(424, 1)",0.0,1.5,0.0,3,3.0,3.0,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(424, 2)",15.0,4.0,0.0,3,3.0,3.0,5.0,7.0,0.246596963942,0.75,0.246596963942,3.0,99.179332932999998
"(424, 4)",0.0,1.0,0.0,3,5.0,3.0,5.0,4.0,0.449328964117,0.75,0.449328964117,5.0,110.363832351
"(424, 6)",0.0,1.0,0.0,3,1.0,3.0,5.0,4.0,0.449328964117,0.75,0.449328964117,1.0,110.363832351
"(426, 0)",9.0,0.5,0.0,3,3.0,4.5,4.0,5.0,0.367879441171,0.75,0.367879441171,3.0,90.358263573700015
"(426, 2)",9.0,4.0,0.0,3,3.0,4.5,4.0,9.0,0.165298888222,0.75,0.165298888222,3.0,49.589666466499999
"(426, 4)",9.0,1.0,5.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75,0.301194211912,5.0,90.358263573700015
"(426, 6)",9.0,1.0,4.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(428, 1)",0.0,1.5,0.0,3,3.0,3.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(428, 2)",0.0,4.0,0.0,3,3.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,99.179332932999998
"(428, 3)",30.0,0.5,1.0,0,0.0,3.5,5.0,4.0,0.449328964117,0.75,0.449328964117,1.0,134.79868923500001
"(428, 4)",30.0,1.0,0.0,3,4.0,3.5,5.0,5.0,0.367879441171,0.75,0.367879441171,4.0,110.363832351
"(428, 6)",30.0,1.0,0.0,3,4.0,3.5,5.0,5.0,0.367879441171,0.75,0.367879441171,4.0,110.363832351
"(430, 0)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(430, 1)",40.0,1.5,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(430, 2)",40.0,4.0,4.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,4.0,132.23911057700002
"(430, 3)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(430, 4)",80.0,1.0,0.0,3,4.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(436, 0)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(436, 1)",30.0,1.5,3.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,73.979089182500005
"(436, 2)",30.0,4.0,3.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,3.0,81.201169941999993
"(436, 3)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(438, 3)",36.0,0.5,3.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(438, 4)",36.0,1.0,3.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(438, 6)",36.0,1.0,2.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75,0.135335283237,2.0,40.600584970999996
"(440, 0)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(440, 1)",40.0,1.5,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(440, 2)",40.0,4.0,4.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,4.0,132.23911057700002
"(440, 3)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,4.0,147.151776469
"(440, 6)",80.0,1.0,0.0,3,4.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(441, 0)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(441, 1)",40.0,1.5,4.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,4.0,98.6387855766
"(441, 2)",40.0,4.0,4.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,4.0,108.26822658899999
"(441, 3)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,120.47768476500001
"(443, 2)",0.0,4.0,0.0,3,3.0,2.0,2.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(443, 3)",33.0,0.5,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75,0.548811636094,2.0,160.66418394900001
"(443, 4)",33.0,1.0,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75,0.548811636094,2.0,160.66418394900001
"(443, 5)",0.0,3.0,0.0,3,3.0,2.0,2.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(443, 6)",33.0,1.0,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75,0.548811636094,2.0,164.64349082799998
"(444, 2)",0.0,4.0,0.0,3,3.0,5.0,2.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(444, 3)",48.0,0.5,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(444, 4)",48.0,1.0,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(444, 6)",48.0,1.0,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(445, 0)",5.0,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(445, 1)",14.0,1.5,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,1.0,0.548811636094,3.0,164.64349082799998
"(445, 2)",19.0,4.0,3.0,0,0.0,1.5,2.0,6.0,0.301194211912,1.0,0.301194211912,3.0,180.71652714699999
"(445, 3)",5.0,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(445, 4)",19.0,1.0,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,1.0,0.548811636094,3.0,164.64349082799998
"(445, 5)",19.0,3.0,3.0,0,0.0,1.5,2.0,5.0,0.367879441171,1.0,0.367879441171,3.0,110.363832351
