,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(804, 6)",33.0,1.0,3.0,0,0.0,7.0,2.0,8.0,0.201896517995,0.75
"(805, 1)",50.0,1.5,0.0,3,5.0,5.0,5.0,7.0,0.246596963942,0.0
"(805, 4)",50.0,1.0,0.0,3,5.0,5.0,5.0,6.0,0.301194211912,0.0
"(805, 5)",25.0,3.0,5.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(805, 6)",25.0,1.0,5.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(806, 1)",50.0,1.5,0.0,3,5.0,6.0,5.0,8.0,0.201896517995,0.0
"(806, 5)",25.0,3.0,5.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(806, 6)",25.0,1.0,5.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(811, 0)",0.0,0.5,0.0,3,3.0,5.5,1.0,6.0,0.301194211912,0.0
"(811, 3)",39.0,0.5,1.0,0,0.0,5.5,1.0,6.0,0.301194211912,0.75
"(811, 4)",39.0,1.0,3.0,0,0.0,5.5,1.0,7.0,0.246596963942,0.75
"(811, 5)",0.0,3.0,0.0,3,3.0,5.5,1.0,9.0,0.165298888222,0.0
"(811, 6)",39.0,1.0,1.0,0,0.0,5.5,1.0,7.0,0.246596963942,0.75
"(815, 0)",15.0,0.5,0.0,3,3.0,2.0,5.0,3.0,0.548811636094,0.75
"(815, 1)",0.0,1.5,3.0,0,0.0,2.0,5.0,4.0,0.449328964117,0.0
"(815, 2)",15.0,4.0,0.0,3,3.0,2.0,5.0,6.0,0.301194211912,0.75
"(815, 3)",15.0,0.5,0.0,3,3.0,2.0,5.0,3.0,0.548811636094,0.75
"(815, 5)",0.0,3.0,0.0,3,3.0,2.0,5.0,5.0,0.367879441171,0.0
"(822, 0)",30.0,0.5,3.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(822, 1)",30.0,1.5,3.0,0,0.0,6.0,5.0,8.0,0.201896517995,0.0
"(822, 3)",60.0,0.5,0.0,3,3.0,6.0,5.0,7.0,0.246596963942,0.0
"(822, 5)",60.0,3.0,0.0,3,3.0,6.0,5.0,9.0,0.165298888222,0.0
"(827, 1)",50.0,1.5,0.0,3,5.0,2.0,5.0,4.0,0.449328964117,0.0
"(827, 2)",50.0,4.0,0.0,3,5.0,2.0,5.0,6.0,0.301194211912,0.0
"(827, 5)",25.0,3.0,5.0,0,0.0,2.0,5.0,5.0,0.367879441171,0.0
"(827, 6)",25.0,1.0,5.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.0
"(830, 2)",50.0,4.0,0.0,3,5.0,2.5,5.0,7.0,0.246596963942,0.0
"(830, 4)",50.0,1.0,0.0,3,5.0,2.5,5.0,4.0,0.449328964117,0.0
"(830, 5)",25.0,3.0,5.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(830, 6)",25.0,1.0,5.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(831, 0)",50.0,0.5,5.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(831, 1)",50.0,1.5,5.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(831, 4)",100.0,1.0,0.0,3,5.0,5.5,5.0,7.0,0.246596963942,0.0
"(831, 5)",100.0,3.0,0.0,3,5.0,5.5,5.0,9.0,0.165298888222,0.0
"(833, 0)",50.0,0.5,5.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0
"(833, 1)",50.0,1.5,5.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(833, 5)",100.0,3.0,0.0,3,5.0,6.5,5.0,10.0,0.135335283237,0.0
"(837, 0)",50.0,0.5,5.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(837, 1)",50.0,1.5,5.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(837, 4)",100.0,1.0,0.0,3,5.0,8.5,5.0,10.0,0.135335283237,0.0
"(838, 0)",50.0,0.5,5.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(838, 1)",50.0,1.5,5.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(839, 0)",25.0,0.5,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.75
"(839, 1)",0.0,1.5,5.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(839, 2)",25.0,4.0,0.0,3,5.0,4.0,5.0,8.0,0.201896517995,0.75
"(839, 3)",25.0,0.5,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.75
"(839, 4)",0.0,1.0,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.0
"(840, 0)",20.0,0.5,0.0,3,4.0,2.0,5.0,3.0,0.548811636094,0.75
"(840, 1)",0.0,1.5,4.0,0,0.0,2.0,5.0,4.0,0.449328964117,0.0
"(840, 2)",20.0,4.0,0.0,3,4.0,2.0,5.0,6.0,0.301194211912,0.75
"(840, 3)",20.0,0.5,0.0,3,4.0,2.0,5.0,3.0,0.548811636094,0.75
"(840, 5)",0.0,3.0,0.0,3,4.0,2.0,5.0,5.0,0.367879441171,0.0
"(842, 0)",40.0,0.5,4.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(842, 1)",40.0,1.5,4.0,0,0.0,6.0,5.0,8.0,0.201896517995,0.0
"(842, 3)",80.0,0.5,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.0
"(842, 5)",80.0,3.0,0.0,3,4.0,6.0,5.0,9.0,0.165298888222,0.0
"(846, 0)",50.0,0.5,5.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(846, 1)",50.0,1.5,5.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(846, 2)",100.0,4.0,0.0,3,5.0,2.5,5.0,7.0,0.246596963942,0.0
"(846, 3)",50.0,0.5,5.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(846, 5)",100.0,3.0,0.0,3,5.0,2.5,5.0,6.0,0.301194211912,0.0
"(847, 0)",50.0,0.5,5.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(847, 1)",50.0,1.5,5.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(847, 2)",100.0,4.0,0.0,3,5.0,5.5,5.0,10.0,0.135335283237,0.0
"(847, 3)",50.0,0.5,5.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(859, 1)",50.0,1.5,5.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(859, 2)",50.0,4.0,5.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(859, 3)",50.0,0.5,5.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(859, 4)",100.0,1.0,0.0,3,5.0,4.5,5.0,6.0,0.301194211912,0.0
"(861, 0)",50.0,0.5,0.0,3,5.0,6.0,5.0,7.0,0.246596963942,0.0
"(861, 4)",50.0,1.0,0.0,3,5.0,6.0,5.0,7.0,0.246596963942,0.0
"(861, 5)",25.0,3.0,5.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(861, 6)",25.0,1.0,5.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
