,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(183, 4)",1,42.0,1.0,3.0,6.0,3.0,0.818730753078,0.301194211912,3.0
"(183, 6)",1,42.0,1.0,3.0,6.0,3.0,0.818730753078,0.301194211912,3.0
"(189, 3)",1,48.0,0.5,3.0,9.5,2.0,0.165298888222,0.135335283237,3.0
"(189, 4)",1,48.0,1.0,3.0,10.0,2.0,0.818730753078,0.135335283237,3.0
"(189, 6)",1,48.0,1.0,3.0,10.0,2.0,0.165298888222,0.135335283237,3.0
"(191, 0)",1,0.0,0.5,3.0,9.0,3.0,0.818730753078,0.165298888222,0.0
"(191, 3)",1,42.0,0.5,3.0,9.0,3.0,0.165298888222,0.165298888222,3.0
"(191, 4)",1,42.0,1.0,3.0,9.5,3.0,0.165298888222,0.135335283237,3.0
"(191, 6)",1,42.0,1.0,3.0,9.5,3.0,0.165298888222,0.135335283237,3.0
"(197, 0)",1,5.0,0.5,1.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(197, 1)",1,0.0,1.5,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(197, 2)",1,5.0,4.0,1.0,9.0,5.0,0.367879441171,0.165298888222,0.0
"(197, 3)",1,5.0,0.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(198, 0)",1,10.0,0.5,1.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(198, 1)",1,10.0,1.5,1.0,10.5,5.0,0.165298888222,0.110803158362,0.0
"(198, 3)",1,20.0,0.5,1.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(201, 1)",1,10.0,1.5,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(201, 3)",1,10.0,0.5,1.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(201, 5)",1,5.0,3.0,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(201, 6)",1,5.0,1.0,1.0,6.5,5.0,0.301194211912,0.246596963942,0.0
"(216, 0)",1,30.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(216, 1)",1,30.0,1.5,3.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(216, 2)",1,60.0,4.0,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(216, 3)",1,60.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(221, 0)",1,30.0,0.5,3.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(221, 1)",1,30.0,1.5,3.0,11.0,5.0,0.818730753078,0.110803158362,0.0
"(229, 0)",1,0.0,0.5,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(229, 1)",1,20.0,1.5,2.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(229, 2)",1,20.0,4.0,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(229, 3)",1,20.0,0.5,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(229, 4)",1,40.0,1.0,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(244, 0)",1,20.0,0.5,2.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(244, 3)",1,20.0,0.5,2.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(244, 5)",1,10.0,3.0,2.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(244, 6)",1,10.0,1.0,2.0,8.0,5.0,0.246596963942,0.201896517995,0.0
"(248, 0)",1,0.0,0.5,3.0,2.0,5.0,0.818730753078,0.670320046036,0.0
"(248, 2)",1,0.0,4.0,3.0,5.5,5.0,0.670320046036,0.301194211912,0.0
"(248, 4)",1,15.0,1.0,3.0,2.5,5.0,0.818730753078,0.548811636094,3.0
"(248, 5)",1,0.0,3.0,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(248, 6)",1,15.0,1.0,3.0,2.5,5.0,0.818730753078,0.548811636094,3.0
"(249, 0)",1,0.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(249, 3)",1,15.0,0.5,3.0,6.0,5.0,0.818730753078,0.301194211912,3.0
"(249, 4)",1,15.0,1.0,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(249, 5)",1,0.0,3.0,3.0,8.5,5.0,0.301194211912,0.165298888222,0.0
"(249, 6)",1,15.0,1.0,3.0,6.5,5.0,0.818730753078,0.246596963942,3.0
"(250, 0)",1,0.0,0.5,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(250, 3)",1,15.0,0.5,3.0,6.5,5.0,0.818730753078,0.246596963942,3.0
"(250, 4)",1,15.0,1.0,3.0,7.0,5.0,0.301194211912,0.246596963942,3.0
"(250, 5)",1,0.0,3.0,3.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(250, 6)",1,15.0,1.0,3.0,7.0,5.0,0.301194211912,0.246596963942,3.0
"(251, 0)",1,10.0,0.5,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(251, 1)",1,10.0,1.5,1.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(251, 3)",1,20.0,0.5,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(251, 5)",1,20.0,3.0,1.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(252, 0)",1,10.0,0.5,1.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(252, 1)",1,10.0,1.5,1.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(254, 0)",1,0.0,0.5,2.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(254, 1)",1,20.0,1.5,2.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(254, 2)",1,20.0,4.0,2.0,9.5,5.0,0.301194211912,0.135335283237,0.0
"(254, 3)",1,20.0,0.5,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(255, 1)",1,18.0,1.5,3.0,3.5,4.0,0.670320046036,0.449328964117,3.0
"(255, 2)",1,18.0,4.0,3.0,6.0,4.0,0.818730753078,0.301194211912,3.0
"(255, 4)",1,18.0,1.0,3.0,3.0,4.0,0.818730753078,0.548811636094,3.0
"(255, 5)",1,18.0,3.0,3.0,5.0,4.0,0.818730753078,0.367879441171,3.0
"(259, 0)",1,30.0,0.5,3.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(259, 1)",1,30.0,1.5,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(259, 3)",1,60.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(259, 4)",1,60.0,1.0,3.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(260, 0)",1,30.0,0.5,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(260, 1)",1,30.0,1.5,3.0,10.5,5.0,0.165298888222,0.110803158362,0.0
"(260, 3)",1,60.0,0.5,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(262, 0)",1,0.0,0.5,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(262, 3)",1,30.0,0.5,3.0,9.0,5.0,0.818730753078,0.165298888222,3.0
"(262, 4)",1,30.0,1.0,3.0,9.5,5.0,0.165298888222,0.135335283237,3.0
"(262, 6)",1,30.0,1.0,3.0,9.5,5.0,0.818730753078,0.135335283237,3.0
"(265, 1)",1,20.0,1.5,2.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(265, 5)",1,10.0,3.0,2.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(265, 6)",1,10.0,1.0,2.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(269, 0)",1,30.0,0.5,3.0,3.0,5.0,0.548811636094,0.548811636094,0.0
"(269, 2)",1,30.0,4.0,3.0,7.5,5.0,0.449328964117,0.201896517995,0.0
"(269, 3)",1,30.0,0.5,3.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(269, 5)",1,15.0,3.0,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(269, 6)",1,15.0,1.0,3.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(273, 0)",1,10.0,0.5,1.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(273, 1)",1,10.0,1.5,1.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(273, 5)",1,20.0,3.0,1.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(277, 0)",1,0.0,0.5,1.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(277, 1)",1,10.0,1.5,1.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(277, 2)",1,10.0,4.0,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(277, 3)",1,10.0,0.5,1.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(277, 6)",1,20.0,1.0,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(282, 3)",1,30.0,0.5,3.0,9.5,5.0,0.818730753078,0.135335283237,3.0
"(282, 4)",1,30.0,1.0,3.0,10.0,5.0,0.165298888222,0.135335283237,3.0
"(282, 6)",1,30.0,1.0,3.0,10.0,5.0,0.818730753078,0.135335283237,3.0
"(284, 0)",1,0.0,0.5,1.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(284, 1)",1,10.0,1.5,1.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(284, 2)",1,10.0,4.0,1.0,8.5,5.0,0.367879441171,0.165298888222,0.0
"(284, 3)",1,10.0,0.5,1.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(284, 4)",1,20.0,1.0,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(290, 4)",1,10.0,1.0,1.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(290, 5)",1,5.0,3.0,1.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(290, 6)",1,5.0,1.0,1.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(291, 0)",1,20.0,0.5,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(291, 1)",1,20.0,1.5,2.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(291, 4)",1,40.0,1.0,2.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(291, 5)",1,40.0,3.0,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(294, 1)",1,10.0,1.5,1.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(294, 5)",1,5.0,3.0,1.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(294, 6)",1,5.0,1.0,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(297, 0)",1,10.0,0.5,2.0,2.5,5.0,0.818730753078,0.548811636094,0.0
"(297, 1)",1,0.0,1.5,2.0,3.5,5.0,0.670320046036,0.449328964117,0.0
"(297, 2)",1,10.0,4.0,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(297, 3)",1,10.0,0.5,2.0,2.5,5.0,0.818730753078,0.548811636094,0.0
"(297, 5)",1,0.0,3.0,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(301, 0)",1,10.0,0.5,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(301, 4)",1,10.0,1.0,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(301, 5)",1,5.0,3.0,1.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(301, 6)",1,5.0,1.0,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(303, 0)",1,20.0,0.5,2.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(303, 1)",1,20.0,1.5,2.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(303, 3)",1,40.0,0.5,2.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(303, 5)",1,40.0,3.0,2.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(304, 0)",1,20.0,0.5,2.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(304, 1)",1,20.0,1.5,2.0,10.5,5.0,0.818730753078,0.110803158362,0.0
"(304, 3)",1,40.0,0.5,2.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(305, 0)",1,0.0,0.5,4.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(305, 1)",1,40.0,1.5,4.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(305, 2)",1,40.0,4.0,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(305, 3)",1,40.0,0.5,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(305, 4)",1,80.0,1.0,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(307, 0)",1,7.5,0.5,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(307, 2)",1,7.5,4.0,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(307, 4)",1,7.5,1.0,3.0,5.5,5.0,0.367879441171,0.301194211912,3.0
"(307, 6)",1,7.5,1.0,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(310, 0)",1,10.0,0.5,1.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(310, 1)",1,10.0,1.5,1.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(310, 4)",1,20.0,1.0,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(310, 5)",1,20.0,3.0,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(313, 0)",1,10.0,0.5,2.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(313, 1)",1,0.0,1.5,2.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(313, 2)",1,10.0,4.0,2.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(313, 3)",1,10.0,0.5,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(315, 1)",1,0.0,1.5,3.0,9.0,2.0,0.818730753078,0.165298888222,0.0
"(315, 3)",1,48.0,0.5,3.0,8.0,2.0,0.818730753078,0.201896517995,3.0
"(315, 4)",1,48.0,1.0,3.0,8.5,2.0,0.818730753078,0.165298888222,3.0
"(315, 6)",1,48.0,1.0,3.0,8.5,2.0,0.201896517995,0.165298888222,3.0
"(316, 1)",1,10.0,1.5,1.0,3.5,5.0,0.670320046036,0.449328964117,0.0
"(316, 2)",1,10.0,4.0,1.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(316, 5)",1,5.0,3.0,1.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(316, 6)",1,5.0,1.0,1.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(317, 2)",1,10.0,4.0,1.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(317, 5)",1,5.0,3.0,1.0,6.5,5.0,0.449328964117,0.246596963942,0.0
"(317, 6)",1,5.0,1.0,1.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(320, 0)",1,0.0,0.5,1.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(320, 1)",1,10.0,1.5,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(320, 2)",1,10.0,4.0,1.0,9.5,5.0,0.301194211912,0.135335283237,0.0
"(320, 3)",1,10.0,0.5,1.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(321, 1)",1,30.0,1.5,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(321, 4)",1,30.0,1.0,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(321, 5)",1,15.0,3.0,3.0,8.0,5.0,0.367879441171,0.201896517995,0.0
"(321, 6)",1,15.0,1.0,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(326, 0)",1,15.0,0.5,3.0,3.5,4.0,0.548811636094,0.449328964117,0.0
"(326, 1)",1,0.0,1.5,3.0,4.5,4.0,0.818730753078,0.367879441171,0.0
"(326, 2)",1,15.0,4.0,3.0,7.0,4.0,0.818730753078,0.246596963942,0.0
"(326, 4)",1,3.0,1.0,3.0,4.0,4.0,0.818730753078,0.449328964117,3.0
"(326, 6)",1,3.0,1.0,3.0,4.0,4.0,0.818730753078,0.449328964117,3.0
"(328, 0)",1,0.0,0.5,4.0,3.0,5.0,0.548811636094,0.548811636094,0.0
"(328, 1)",1,40.0,1.5,4.0,4.0,5.0,0.818730753078,0.449328964117,0.0
"(328, 2)",1,40.0,4.0,4.0,6.5,5.0,0.548811636094,0.246596963942,0.0
"(328, 3)",1,40.0,0.5,4.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(328, 5)",1,80.0,3.0,4.0,5.5,5.0,0.548811636094,0.301194211912,0.0
"(329, 0)",1,9.0,0.5,3.0,5.0,4.0,0.818730753078,0.367879441171,0.0
"(329, 2)",1,9.0,4.0,3.0,8.5,4.0,0.818730753078,0.165298888222,0.0
"(329, 4)",1,9.0,1.0,3.0,5.5,4.0,0.367879441171,0.301194211912,3.0
"(329, 6)",1,9.0,1.0,3.0,5.5,4.0,0.818730753078,0.301194211912,3.0
"(334, 0)",1,0.0,0.5,3.0,9.0,4.0,0.818730753078,0.165298888222,0.0
"(334, 3)",1,36.0,0.5,3.0,9.0,4.0,0.165298888222,0.165298888222,3.0
"(334, 4)",1,36.0,1.0,3.0,9.5,4.0,0.165298888222,0.135335283237,3.0
"(334, 6)",1,36.0,1.0,3.0,9.5,4.0,0.818730753078,0.135335283237,3.0
"(340, 5)",1,5.0,3.0,1.0,10.5,5.0,0.201896517995,0.110803158362,0.0
"(340, 6)",1,5.0,1.0,1.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(341, 0)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(341, 1)",1,0.0,1.5,2.0,5.5,5.0,0.449328964117,0.301194211912,0.0
"(341, 2)",1,10.0,4.0,2.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(341, 3)",1,10.0,0.5,2.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(341, 4)",1,0.0,1.0,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(342, 0)",1,15.0,0.5,3.0,7.5,4.0,0.818730753078,0.201896517995,0.0
"(342, 1)",1,15.0,1.5,3.0,8.5,4.0,0.818730753078,0.165298888222,0.0
"(342, 3)",1,21.0,0.5,3.0,7.5,4.0,0.818730753078,0.201896517995,3.0
"(342, 4)",1,21.0,1.0,3.0,8.0,4.0,0.246596963942,0.201896517995,3.0
"(342, 6)",1,21.0,1.0,3.0,8.0,4.0,0.818730753078,0.201896517995,3.0
"(343, 0)",1,30.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(343, 1)",1,30.0,1.5,3.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(343, 3)",1,60.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(343, 6)",1,60.0,1.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(345, 0)",1,20.0,0.5,2.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(345, 1)",1,20.0,1.5,2.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(345, 4)",1,40.0,1.0,2.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(345, 6)",1,40.0,1.0,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(346, 0)",1,30.0,0.5,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(346, 1)",1,30.0,1.5,3.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(346, 6)",1,60.0,1.0,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(349, 0)",1,30.0,0.5,3.0,3.0,5.0,0.548811636094,0.548811636094,0.0
"(349, 1)",1,30.0,1.5,3.0,4.0,5.0,0.818730753078,0.449328964117,0.0
"(349, 2)",1,60.0,4.0,3.0,6.5,5.0,0.548811636094,0.246596963942,0.0
"(349, 3)",1,60.0,0.5,3.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(349, 5)",1,60.0,3.0,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(356, 0)",1,0.0,0.5,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(356, 1)",1,20.0,1.5,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(356, 2)",1,20.0,4.0,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(356, 3)",1,20.0,0.5,2.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(356, 6)",1,40.0,1.0,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(359, 0)",1,30.0,0.5,3.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(359, 1)",1,30.0,1.5,3.0,10.5,5.0,0.165298888222,0.110803158362,0.0
"(359, 3)",1,60.0,0.5,3.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(360, 0)",1,30.0,0.5,3.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(360, 1)",1,30.0,1.5,3.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(364, 0)",1,0.0,0.5,3.0,1.5,5.0,0.818730753078,0.670320046036,0.0
"(364, 1)",1,10.0,1.5,3.0,2.5,5.0,0.818730753078,0.548811636094,3.0
"(364, 2)",1,10.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,3.0
"(364, 3)",1,0.0,0.5,3.0,1.5,5.0,0.818730753078,0.670320046036,0.0
"(364, 4)",1,10.0,1.0,3.0,2.0,5.0,0.818730753078,0.670320046036,3.0
"(364, 5)",1,10.0,3.0,3.0,4.0,5.0,0.818730753078,0.449328964117,3.0
"(374, 0)",1,40.0,0.5,4.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(374, 3)",1,40.0,0.5,4.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(374, 5)",1,20.0,3.0,4.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(374, 6)",1,20.0,1.0,4.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(375, 0)",1,40.0,0.5,4.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(375, 3)",1,40.0,0.5,4.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(375, 5)",1,20.0,3.0,4.0,10.5,5.0,0.201896517995,0.110803158362,0.0
"(375, 6)",1,20.0,1.0,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(379, 1)",1,10.0,1.5,1.0,7.5,5.0,0.301194211912,0.201896517995,0.0
"(379, 5)",1,5.0,3.0,1.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(379, 6)",1,5.0,1.0,1.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(381, 0)",1,20.0,0.5,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(381, 1)",1,20.0,1.5,2.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(381, 3)",1,40.0,0.5,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(381, 6)",1,40.0,1.0,2.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(382, 0)",1,15.0,0.5,3.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(382, 1)",1,0.0,1.5,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(382, 2)",1,15.0,4.0,3.0,9.0,5.0,0.367879441171,0.165298888222,0.0
"(382, 3)",1,15.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(386, 0)",1,15.0,0.5,3.0,2.5,5.0,0.818730753078,0.548811636094,0.0
"(386, 1)",1,0.0,1.5,3.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(386, 2)",1,15.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(386, 3)",1,15.0,0.5,3.0,2.5,5.0,0.670320046036,0.548811636094,0.0
"(386, 5)",1,0.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(387, 0)",1,30.0,0.5,3.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(387, 1)",1,30.0,1.5,3.0,8.0,5.0,0.246596963942,0.201896517995,0.0
"(387, 5)",1,60.0,3.0,3.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(390, 0)",1,20.0,0.5,2.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(390, 1)",1,20.0,1.5,2.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(390, 4)",1,40.0,1.0,2.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(391, 0)",1,0.0,0.5,4.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(391, 1)",1,40.0,1.5,4.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(391, 2)",1,40.0,4.0,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(391, 3)",1,40.0,0.5,4.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(392, 0)",1,20.0,0.5,2.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(392, 1)",1,20.0,1.5,2.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(394, 0)",1,20.0,0.5,4.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(394, 1)",1,0.0,1.5,4.0,5.5,5.0,0.449328964117,0.301194211912,0.0
"(394, 2)",1,20.0,4.0,4.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(394, 3)",1,20.0,0.5,4.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(394, 4)",1,0.0,1.0,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(396, 0)",1,20.0,0.5,4.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(396, 1)",1,0.0,1.5,4.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(396, 2)",1,20.0,4.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(396, 3)",1,20.0,0.5,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(398, 2)",1,0.0,4.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(398, 3)",1,30.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(398, 4)",1,30.0,1.0,3.0,6.0,5.0,0.818730753078,0.301194211912,3.0
"(398, 6)",1,30.0,1.0,3.0,6.0,5.0,0.367879441171,0.301194211912,3.0
"(400, 1)",1,10.0,1.5,1.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(400, 4)",1,10.0,1.0,1.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(400, 5)",1,5.0,3.0,1.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(400, 6)",1,5.0,1.0,1.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(401, 0)",1,0.0,0.5,3.0,2.0,5.0,0.818730753078,0.670320046036,0.0
"(401, 1)",1,5.0,1.5,3.0,3.0,5.0,0.818730753078,0.548811636094,3.0
"(401, 2)",1,5.0,4.0,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(401, 3)",1,5.0,0.5,3.0,2.0,5.0,0.670320046036,0.670320046036,0.0
"(401, 4)",1,10.0,1.0,3.0,2.5,5.0,0.818730753078,0.548811636094,3.0
"(401, 5)",1,10.0,3.0,3.0,4.5,5.0,0.818730753078,0.367879441171,3.0
"(406, 0)",1,20.0,0.5,4.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(406, 1)",1,0.0,1.5,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(406, 2)",1,20.0,4.0,4.0,8.0,5.0,0.449328964117,0.201896517995,0.0
"(406, 3)",1,20.0,0.5,4.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(406, 6)",1,0.0,1.0,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(407, 0)",1,40.0,0.5,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(407, 1)",1,40.0,1.5,4.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(407, 3)",1,80.0,0.5,4.0,8.5,5.0,0.201896517995,0.165298888222,0.0
